2023-08-14 10:34:08,961 | log | INFO | 22222
2023-08-17 09:35:18,793 | log | ERROR | Error reading data:2023-08-17 09:34:35,932 | INFO | {'jsonrpc': '2.0', 'method': 'subscription', 'params': {'channel': 'rfqs', 'data': {'account_name': None, 'base_currency': 'BTC', 'clearing_currency': 'BTC', 'closed_reason': None, 'counterparties': [], 'created_at': 1692236072449.6511, 'description': 'Strangle  1 Sep 23  28500/29000', 'expires_at': 1692236372449.7312, 'group_signature': '9827b7e00d84fd0f23dceb716379bbdb792216edd355e95b2d7e45f014377412', 'id': 'r_2U5ivR9KdU1Rwzavstp6i5IszWW', 'is_taker_anonymous': True, 'kind': 'OPTION', 'label': None, 'last_updated_at': 1692236072449.7312, 'legs': [{'instrument_id': 272101, 'instrument_name': 'BTC-1SEP23-28500-P', 'price': None, 'product_code': 'DO', 'quantity': '25', 'ratio': '1', 'side': 'BUY'}, {'instrument_id': 272102, 'instrument_name': 'BTC-1SEP23-29000-C', 'price': None, 'product_code': 'DO', 'quantity': '25', 'ratio': '1', 'side': 'BUY'}], 'product_codes': ['DO'], 'quantity': '25', 'quote_currency': 'BTC', 'role': 'MAKER', 'side_layering_limit': 1, 'state': 'OPEN', 'strategy_code': 'SG', 'strategy_description': 'DO_BTC-1SEP23-28500-P_BTC-1SEP23-29000-C', 'taker_desk_name': None, 'venue': 'DBT'}, 'event': 'ADDED', 'meta': {'seq_group': 2729913764, 'seq_num': 32681}}, 'BTC-1SEP23-28500-P': {'price': 674.5208691918488, 'forward price': 28651.25, 'IV': 0.3236, 'delta': -0.45482290064902237, 'gamma': 0.0002108929976547449, 'vega': 2302.269795523114, 'theta': -9064.34315428057}, 'BTC-1SEP23-29000-C': {'price': 593.8129848988829, 'forward price': 28651.25, 'IV': 0.3241, 'delta': 0.43987145180134296, 'gamma': 0.00020951625148455104, 'vega': 2290.7742325174363, 'theta': -9033.019133233296}, 'strategy': {'price': 1268.3338540907316, 'delta': -0.014951448847679405, 'gamma': 0.00042040924913929595, 'theta': -18097.362287513868, 'vega': 4593.044028040551}, "{'instrument_id': 272101, 'instrument_name': 'BTC-1SEP23-28500-P', 'price': None, 'product_code': 'DO', 'quantity': '25', 'ratio': '1', 'side': 'BUY'}": {'rep': [{'vol': 0.32271064499999996, 'price': 0.023062148207059607, 'priceUSD': 660.7593738175166, 'deltaDollar': -13022.24715139193, 'gammaDollar': 1759.38113246228, 'vegaDollar': 22.712369513538167, 'thetaDollar': -25.357682059336867, 'thetaPercRef': -0.0008850462740486669, 'deltaPercRef': -0.45450886615390007, 'gammaPercRef': 0.061406784432172415, 'vegaPercRef': 0.0007927182762894522, 'deltaPercRisk': -0.45450886615390007, 'gammaPercRisk': 0.061406784432172415, 'vegaPercRisk': 0.0007927182762894522, 'optionCount': 0.9934915862111829, 'requestID': 1}]}, "{'instrument_id': 272102, 'instrument_name': 'BTC-1SEP23-29000-C', 'price': None, 'product_code': 'DO', 'quantity': '25', 'ratio': '1', 'side': 'BUY'}": {'rep': [{'vol': 0.3239870049350247, 'spot': 28651.25, 'forward': 28651.25, 'price': 0.020315435366251987, 'priceUSD': 582.0626175373272, 'deltaDollar': 12568.798523665484, 'gammaDollar': 1743.054227547394, 'vegaDollar': 22.590584098028664, 'thetaDollar': -25.322781283056656, 'thetaPercRef': -0.0008838281500128845, 'deltaPercRef': 0.4386823794307573, 'gammaPercRef': 0.0608369347776238, 'vegaPercRef': 0.0007884676619005686, 'deltaPercRisk': 0.4386823794307573, 'gammaPercRisk': 0.0608369347776238, 'vegaPercRisk': 0.0007884676619005685, 'optionCount': 0.9881646982599834, 'requestID': 1}]}}

2023-08-17 09:35:18,795 | log | ERROR | Error reading data:2023-08-17 09:34:41,138 | INFO | {'jsonrpc': '2.0', 'method': 'subscription', 'params': {'channel': 'rfqs', 'data': {'account_name': None, 'base_currency': 'BTC', 'clearing_currency': 'BTC', 'closed_reason': 'EXECUTION_LIMIT', 'counterparties': [], 'created_at': 1692236072449.6511, 'description': 'Strangle  1 Sep 23  28500/29000', 'expires_at': 1692236377705.034, 'group_signature': '9827b7e00d84fd0f23dceb716379bbdb792216edd355e95b2d7e45f014377412', 'id': 'r_2U5ivR9KdU1Rwzavstp6i5IszWW', 'is_taker_anonymous': True, 'kind': 'OPTION', 'label': None, 'last_updated_at': 1692236077705.034, 'legs': [{'instrument_id': 272101, 'instrument_name': 'BTC-1SEP23-28500-P', 'price': None, 'product_code': 'DO', 'quantity': '25', 'ratio': '1', 'side': 'BUY'}, {'instrument_id': 272102, 'instrument_name': 'BTC-1SEP23-29000-C', 'price': None, 'product_code': 'DO', 'quantity': '25', 'ratio': '1', 'side': 'BUY'}], 'product_codes': ['DO'], 'quantity': '25', 'quote_currency': 'BTC', 'role': 'MAKER', 'side_layering_limit': 1, 'state': 'CLOSED', 'strategy_code': 'SG', 'strategy_description': 'DO_BTC-1SEP23-28500-P_BTC-1SEP23-29000-C', 'taker_desk_name': None, 'venue': 'DBT'}, 'event': 'REMOVED', 'meta': {'seq_group': 2729913764, 'seq_num': 32682}}, 'BTC-1SEP23-28500-P': {'price': 674.5208691918488, 'forward price': 28651.25, 'IV': 0.3236, 'delta': -0.45482290064902237, 'gamma': 0.0002108929976547449, 'vega': 2302.269795523114, 'theta': -9064.34315428057}, 'BTC-1SEP23-29000-C': {'price': 593.8129848988829, 'forward price': 28651.25, 'IV': 0.3241, 'delta': 0.43987145180134296, 'gamma': 0.00020951625148455104, 'vega': 2290.7742325174363, 'theta': -9033.019133233296}, 'strategy': {'price': 1268.3338540907316, 'delta': -0.014951448847679405, 'gamma': 0.00042040924913929595, 'theta': -18097.362287513868, 'vega': 4593.044028040551}, "{'instrument_id': 272101, 'instrument_name': 'BTC-1SEP23-28500-P', 'price': None, 'product_code': 'DO', 'quantity': '25', 'ratio': '1', 'side': 'BUY'}": {'rep': [{'vol': 0.323110565, 'price': 0.023093716972482185, 'priceUSD': 661.6638584078302, 'deltaDollar': -13022.944516057245, 'gammaDollar': 1757.2192483451045, 'vegaDollar': 22.712484833516168, 'thetaDollar': -25.389330381531067, 'thetaPercRef': -0.0008861508793344468, 'deltaPercRef': -0.45453320591797025, 'gammaPercRef': 0.06133132929087228, 'vegaPercRef': 0.0007927223012439656, 'deltaPercRisk': -0.45453320591797025, 'gammaPercRisk': 0.06133132929087228, 'vegaPercRisk': 0.0007927223012439656, 'optionCount': 0.9934985564993716, 'requestID': 1}]}, "{'instrument_id': 272102, 'instrument_name': 'BTC-1SEP23-29000-C', 'price': None, 'product_code': 'DO', 'quantity': '25', 'ratio': '1', 'side': 'BUY'}": {'rep': [{'vol': 0.3239870049350247, 'spot': 28651.25, 'forward': 28651.25, 'price': 0.020315384675801282, 'priceUSD': 582.0611651925515, 'deltaDollar': 12568.793574083378, 'gammaDollar': 1743.057595732024, 'vegaDollar': 22.590537390084048, 'thetaDollar': -25.322832807584177, 'thetaPercRef': -0.000883829948347251, 'deltaPercRef': 0.43868220667801155, 'gammaPercRef': 0.060837052335658094, 'vegaPercRef': 0.0007884660316769442, 'deltaPercRisk': 0.43868220667801155, 'gammaPercRisk': 0.0608370523356581, 'vegaPercRisk': 0.0007884660316769442, 'optionCount': 0.9881646314392006, 'requestID': 1}]}}

2023-08-17 09:35:18,798 | log | INFO | Start inserting the 1 data
2023-08-17 09:35:19,088 | log | INFO | Inserting the 1 data
2023-08-17 09:35:19,089 | log | INFO | Start inserting the 2 data
2023-08-17 09:35:19,378 | log | INFO | Inserting the 2 data
2023-08-17 09:35:19,379 | log | INFO | Start inserting the 3 data
2023-08-17 09:35:19,586 | log | INFO | Inserting the 3 data
2023-08-17 09:35:19,587 | log | INFO | Start inserting the 4 data
2023-08-17 09:35:19,869 | log | INFO | Inserting the 4 data
2023-08-17 09:35:19,870 | log | INFO | Start inserting the 5 data
2023-08-17 09:35:20,151 | log | INFO | Inserting the 5 data
2023-08-17 09:35:20,152 | log | INFO | Start inserting the 6 data
2023-08-17 09:35:20,428 | log | INFO | Inserting the 6 data
2023-08-17 09:35:20,429 | log | INFO | Start inserting the 7 data
2023-08-17 09:35:20,708 | log | INFO | Inserting the 7 data
2023-08-17 09:35:20,709 | log | INFO | Start inserting the 8 data
2023-08-17 09:35:20,990 | log | INFO | Inserting the 8 data
2023-08-17 09:35:20,990 | log | INFO | Start inserting the 9 data
2023-08-17 09:35:21,269 | log | INFO | Inserting the 9 data
2023-08-17 09:35:21,271 | log | INFO | Start inserting the 10 data
2023-08-17 09:35:21,550 | log | INFO | Inserting the 10 data
2023-08-17 09:35:21,551 | log | INFO | Start inserting the 11 data
2023-08-17 09:35:21,831 | log | INFO | Inserting the 11 data
2023-08-17 09:35:21,831 | log | INFO | Start inserting the 12 data
2023-08-17 09:35:22,109 | log | INFO | Inserting the 12 data
2023-08-17 09:35:22,111 | log | INFO | Start inserting the 13 data
2023-08-17 09:35:22,389 | log | INFO | Inserting the 13 data
2023-08-17 09:35:22,390 | log | INFO | Start inserting the 14 data
2023-08-17 09:35:22,669 | log | INFO | Inserting the 14 data
2023-08-17 09:35:22,670 | log | INFO | Start inserting the 15 data
2023-08-17 09:35:22,948 | log | INFO | Inserting the 15 data
2023-08-17 09:35:22,949 | log | INFO | Successfully inserted the all LOG data, write db done
2023-08-17 09:37:32,870 | log | INFO | Start connecting to database...
2023-08-17 09:37:32,935 | log | INFO | Successfully connected...
2023-08-17 09:37:32,936 | log | INFO | Establishing Table
2023-08-17 09:37:35,451 | log | INFO | Start read the data
2023-08-17 09:37:57,349 | log | INFO | ----Completed 1 lines-----
2023-08-17 09:38:14,930 | log | INFO | ----Completed 2 lines-----
2023-08-17 09:38:18,839 | log | INFO | ----Completed 3 lines-----
2023-08-17 09:38:25,921 | log | INFO | ----Completed 4 lines-----
2023-08-17 09:38:31,321 | log | INFO | ----Completed 5 lines-----
2023-08-17 09:38:32,574 | log | ERROR | Error reading data:2023-08-17 09:07:49,376 | INFO | {'jsonrpc': '2.0', 'method': 'subscription', 'params': {'channel': 'rfqs', 'data': {'account_name': None, 'base_currency': 'ETH', 'clearing_currency': 'ETH', 'closed_reason': None, 'counterparties': [], 'created_at': 1692234467937.365, 'description': 'Put  1 Sep 23  1800', 'expires_at': 1692234767937.4841, 'group_signature': 'b6e0c315719041c22f6c2b2548de57b23af8978c0bb2b19dff0a901c56d4a96c', 'id': 'r_2U5ffk3SSq0JxIb72ohQ0zKtDPL', 'is_taker_anonymous': True, 'kind': 'OPTION', 'label': None, 'last_updated_at': 1692234467937.4841, 'legs': [{'instrument_id': 272216, 'instrument_name': 'ETH-1SEP23-1800-P', 'price': None, 'product_code': 'EH', 'quantity': '250', 'ratio': '1', 'side': 'BUY'}], 'product_codes': ['EH'], 'quantity': '250', 'quote_currency': 'ETH', 'role': 'MAKER', 'side_layering_limit': 1, 'state': 'OPEN', 'strategy_code': 'PT', 'strategy_description': 'EH_ETH-1SEP23-1800-P', 'taker_desk_name': None, 'venue': 'DBT'}, 'event': 'ADDED', 'meta': {'seq_group': 2729913764, 'seq_num': 32668}}, 'ETH-1SEP23-1800-P': {'price': 39.67728014770785, 'forward price': 1803.475, 'IV': 0.2841, 'delta': -0.4751680004225327, 'gamma': 0.003833426202593183, 'vega': 145.57171156896968, 'theta': -503.1758996237221}, 'strategy': {'price': 39.67728014770785, 'delta': -0.4751680004225327, 'gamma': 0.003833426202593183, 'theta': -503.1758996237221, 'vega': 145.57171156896968}, "{'instrument_id': 272216, 'instrument_name': 'ETH-1SEP23-1800-P', 'price': None, 'product_code': 'EH', 'quantity': '250', 'ratio': '1', 'side': 'BUY'}": {'rep': [{'vol': 0.28401980009900046, 'price': 0.021643467533558603, 'priceUSD': 39.0334526100846, 'deltaDollar': -856.9055289409839, 'gammaDollar': 126.33000575995335, 'vegaDollar': 1.437132544566835, 'thetaDollar': -1.4100288984435778, 'thetaPercRef': -0.0007818400024638977, 'deltaPercRef': -0.4751413404349846, 'gammaPercRef': 0.07004810477547699, 'vegaPercRef': 0.0007968685701586299, 'deltaPercRisk': -0.4751413404349847, 'gammaPercRisk': 0.07004810477547699, 'vegaPercRisk': 0.0007968685701586299, 'optionCount': 0.9980580148211993, 'spread': {'v': 0.0, 'ref_v': 0.28401980009900046, 'ref_coin': 'ETH'}, 'requestID': 1}]}}

2023-08-17 09:38:33,321 | log | INFO | ----Completed 6 lines-----
2023-08-17 09:38:39,804 | log | INFO | ----Completed 7 lines-----
2023-08-17 09:38:41,206 | log | INFO | ----Completed 8 lines-----
2023-08-17 09:38:41,546 | log | INFO | ----Completed 9 lines-----
2023-08-17 09:38:43,317 | log | ERROR | Error reading data:2023-08-17 09:12:53,372 | INFO | {'jsonrpc': '2.0', 'method': 'subscription', 'params': {'channel': 'rfqs', 'data': {'account_name': None, 'base_currency': 'ETH', 'clearing_currency': 'ETH', 'closed_reason': 'EXPIRED', 'counterparties': [], 'created_at': 1692234467937.365, 'description': 'Put  1 Sep 23  1800', 'expires_at': 1692235071023.184, 'group_signature': 'b6e0c315719041c22f6c2b2548de57b23af8978c0bb2b19dff0a901c56d4a96c', 'id': 'r_2U5ffk3SSq0JxIb72ohQ0zKtDPL', 'is_taker_anonymous': True, 'kind': 'OPTION', 'label': None, 'last_updated_at': 1692234771023.184, 'legs': [{'instrument_id': 272216, 'instrument_name': 'ETH-1SEP23-1800-P', 'price': None, 'product_code': 'EH', 'quantity': '250', 'ratio': '1', 'side': 'BUY'}], 'product_codes': ['EH'], 'quantity': '250', 'quote_currency': 'ETH', 'role': 'MAKER', 'side_layering_limit': 1, 'state': 'CLOSED', 'strategy_code': 'PT', 'strategy_description': 'EH_ETH-1SEP23-1800-P', 'taker_desk_name': None, 'venue': 'DBT'}, 'event': 'REMOVED', 'meta': {'seq_group': 2729913764, 'seq_num': 32673}}, 'ETH-1SEP23-1800-P': {'price': 40.65980342852481, 'forward price': 1801.575, 'IV': 0.2846, 'delta': -0.4824495320284282, 'gamma': 0.0038344501941958648, 'vega': 145.55967748745468, 'theta': -504.0197912573101}, 'strategy': {'price': 40.65980342852481, 'delta': -0.4824495320284282, 'gamma': 0.0038344501941958648, 'theta': -504.0197912573101, 'vega': 145.55967748745468}, "{'instrument_id': 272216, 'instrument_name': 'ETH-1SEP23-1800-P', 'price': None, 'product_code': 'EH', 'quantity': '250', 'ratio': '1', 'side': 'BUY'}": {'rep': [{'vol': 0.2845446977234886, 'price': 0.02220899099186673, 'priceUSD': 40.011162946172306, 'deltaDollar': -869.2956156465525, 'gammaDollar': 126.10320937638046, 'vegaDollar': 1.4368580441990355, 'thetaDollar': -1.4125706086470373, 'thetaPercRef': -0.0007840753832879771, 'deltaPercRef': -0.48251980386414806, 'gammaPercRef': 0.06999609196196686, 'vegaPercRef': 0.0007975566069683668, 'deltaPercRisk': -0.482519803864148, 'gammaPercRisk': 0.06999609196196686, 'vegaPercRisk': 0.0007975566069683668, 'optionCount': 0.9990399099178203, 'spread': {'v': 0.0, 'ref_v': 0.2845446977234886, 'ref_coin': 'ETH'}, 'requestID': 1}]}}

2023-08-17 09:39:03,423 | log | INFO | ----Completed 10 lines-----
2023-08-17 09:39:09,948 | log | INFO | ----Completed 11 lines-----
2023-08-17 09:39:11,277 | log | INFO | ----Completed 12 lines-----
2023-08-17 09:39:12,229 | log | INFO | ----Completed 13 lines-----
2023-08-17 09:39:17,086 | log | INFO | ----Completed 14 lines-----
2023-08-17 09:39:18,371 | log | INFO | ----Completed 15 lines-----
2023-08-17 09:39:20,517 | log | ERROR | Error reading data:2023-08-17 09:32:39,793 | INFO | {'jsonrpc': '2.0', 'method': 'subscription', 'params': {'channel': 'rfqs', 'data': {'account_name': None, 'base_currency': 'ETH', 'clearing_currency': 'ETH', 'closed_reason': None, 'counterparties': [], 'created_at': 1692235957834.003, 'description': 'Call  29 Dec 23  2000', 'expires_at': 1692236257834.1511, 'group_signature': 'd9d29c25defb557f93acd4f88f3cb5649a316487530ce83ee6e2d953806ba786', 'id': 'r_2U5igzBgUaLy0nbIJaXWzaJI51v', 'is_taker_anonymous': True, 'kind': 'OPTION', 'label': None, 'last_updated_at': 1692235957834.1511, 'legs': [{'instrument_id': 216179, 'instrument_name': 'ETH-29DEC23-2000-C', 'price': None, 'product_code': 'EH', 'quantity': '250', 'ratio': '1', 'side': 'BUY'}], 'product_codes': ['EH'], 'quantity': '250', 'quote_currency': 'ETH', 'role': 'MAKER', 'side_layering_limit': 1, 'state': 'OPEN', 'strategy_code': 'CL', 'strategy_description': 'EH_ETH-29DEC23-2000-C', 'taker_desk_name': None, 'venue': 'DBT'}, 'event': 'ADDED', 'meta': {'seq_group': 2729913764, 'seq_num': 32680}}, 'ETH-29DEC23-2000-C': {'price': 85.38760971927923, 'forward price': 1831.375, 'IV': 0.3363, 'delta': 0.37055763441902156, 'gamma': 0.0010122751667857605, 'vega': 419.1716930635232, 'theta': -191.9892378272423}, 'strategy': {'price': 85.38760971927923, 'delta': 0.37055763441902156, 'gamma': 0.0010122751667857605, 'theta': -191.9892378272423, 'vega': 419.1716930635232}, "{'instrument_id': 216179, 'instrument_name': 'ETH-29DEC23-2000-C', 'price': None, 'product_code': 'EH', 'quantity': '250', 'ratio': '1', 'side': 'BUY'}": {'rep': [{'vol': 0.338559162795814, 'spot': 1831.375, 'forward': 1831.375, 'price': 0.04566994845415184, 'priceUSD': 83.63880185022234, 'deltaDollar': 680.5526858573892, 'gammaDollar': 33.80553001532486, 'vegaDollar': 4.1893192313970635, 'thetaDollar': -0.49806387141173053, 'thetaPercRef': -0.00027196170713902424, 'deltaPercRef': 0.3716075002975301, 'gammaPercRef': 0.018459097680881775, 'vegaPercRef': 0.002287526711567573, 'deltaPercRisk': 0.3716075002975301, 'gammaPercRisk': 0.018459097680881775, 'vegaPercRisk': 0.002287526711567573, 'optionCount': 0.9477538149260869, 'spread': {'v': 0.0, 'ref_v': 0.338559162795814, 'ref_coin': 'ETH'}, 'requestID': 1}]}}

2023-08-17 09:39:32,409 | log | ERROR | Error reading data:2023-08-17 09:34:35,932 | INFO | {'jsonrpc': '2.0', 'method': 'subscription', 'params': {'channel': 'rfqs', 'data': {'account_name': None, 'base_currency': 'BTC', 'clearing_currency': 'BTC', 'closed_reason': None, 'counterparties': [], 'created_at': 1692236072449.6511, 'description': 'Strangle  1 Sep 23  28500/29000', 'expires_at': 1692236372449.7312, 'group_signature': '9827b7e00d84fd0f23dceb716379bbdb792216edd355e95b2d7e45f014377412', 'id': 'r_2U5ivR9KdU1Rwzavstp6i5IszWW', 'is_taker_anonymous': True, 'kind': 'OPTION', 'label': None, 'last_updated_at': 1692236072449.7312, 'legs': [{'instrument_id': 272101, 'instrument_name': 'BTC-1SEP23-28500-P', 'price': None, 'product_code': 'DO', 'quantity': '25', 'ratio': '1', 'side': 'BUY'}, {'instrument_id': 272102, 'instrument_name': 'BTC-1SEP23-29000-C', 'price': None, 'product_code': 'DO', 'quantity': '25', 'ratio': '1', 'side': 'BUY'}], 'product_codes': ['DO'], 'quantity': '25', 'quote_currency': 'BTC', 'role': 'MAKER', 'side_layering_limit': 1, 'state': 'OPEN', 'strategy_code': 'SG', 'strategy_description': 'DO_BTC-1SEP23-28500-P_BTC-1SEP23-29000-C', 'taker_desk_name': None, 'venue': 'DBT'}, 'event': 'ADDED', 'meta': {'seq_group': 2729913764, 'seq_num': 32681}}, 'BTC-1SEP23-28500-P': {'price': 674.5208691918488, 'forward price': 28651.25, 'IV': 0.3236, 'delta': -0.45482290064902237, 'gamma': 0.0002108929976547449, 'vega': 2302.269795523114, 'theta': -9064.34315428057}, 'BTC-1SEP23-29000-C': {'price': 593.8129848988829, 'forward price': 28651.25, 'IV': 0.3241, 'delta': 0.43987145180134296, 'gamma': 0.00020951625148455104, 'vega': 2290.7742325174363, 'theta': -9033.019133233296}, 'strategy': {'price': 1268.3338540907316, 'delta': -0.014951448847679405, 'gamma': 0.00042040924913929595, 'theta': -18097.362287513868, 'vega': 4593.044028040551}, "{'instrument_id': 272101, 'instrument_name': 'BTC-1SEP23-28500-P', 'price': None, 'product_code': 'DO', 'quantity': '25', 'ratio': '1', 'side': 'BUY'}": {'rep': [{'vol': 0.32271064499999996, 'price': 0.023062148207059607, 'priceUSD': 660.7593738175166, 'deltaDollar': -13022.24715139193, 'gammaDollar': 1759.38113246228, 'vegaDollar': 22.712369513538167, 'thetaDollar': -25.357682059336867, 'thetaPercRef': -0.0008850462740486669, 'deltaPercRef': -0.45450886615390007, 'gammaPercRef': 0.061406784432172415, 'vegaPercRef': 0.0007927182762894522, 'deltaPercRisk': -0.45450886615390007, 'gammaPercRisk': 0.061406784432172415, 'vegaPercRisk': 0.0007927182762894522, 'optionCount': 0.9934915862111829, 'requestID': 1}]}, "{'instrument_id': 272102, 'instrument_name': 'BTC-1SEP23-29000-C', 'price': None, 'product_code': 'DO', 'quantity': '25', 'ratio': '1', 'side': 'BUY'}": {'rep': [{'vol': 0.3239870049350247, 'spot': 28651.25, 'forward': 28651.25, 'price': 0.020315435366251987, 'priceUSD': 582.0626175373272, 'deltaDollar': 12568.798523665484, 'gammaDollar': 1743.054227547394, 'vegaDollar': 22.590584098028664, 'thetaDollar': -25.322781283056656, 'thetaPercRef': -0.0008838281500128845, 'deltaPercRef': 0.4386823794307573, 'gammaPercRef': 0.0608369347776238, 'vegaPercRef': 0.0007884676619005686, 'deltaPercRisk': 0.4386823794307573, 'gammaPercRisk': 0.0608369347776238, 'vegaPercRisk': 0.0007884676619005685, 'optionCount': 0.9881646982599834, 'requestID': 1}]}}

2023-08-17 09:40:10,517 | log | ERROR | Error reading data:2023-08-17 09:34:41,138 | INFO | {'jsonrpc': '2.0', 'method': 'subscription', 'params': {'channel': 'rfqs', 'data': {'account_name': None, 'base_currency': 'BTC', 'clearing_currency': 'BTC', 'closed_reason': 'EXECUTION_LIMIT', 'counterparties': [], 'created_at': 1692236072449.6511, 'description': 'Strangle  1 Sep 23  28500/29000', 'expires_at': 1692236377705.034, 'group_signature': '9827b7e00d84fd0f23dceb716379bbdb792216edd355e95b2d7e45f014377412', 'id': 'r_2U5ivR9KdU1Rwzavstp6i5IszWW', 'is_taker_anonymous': True, 'kind': 'OPTION', 'label': None, 'last_updated_at': 1692236077705.034, 'legs': [{'instrument_id': 272101, 'instrument_name': 'BTC-1SEP23-28500-P', 'price': None, 'product_code': 'DO', 'quantity': '25', 'ratio': '1', 'side': 'BUY'}, {'instrument_id': 272102, 'instrument_name': 'BTC-1SEP23-29000-C', 'price': None, 'product_code': 'DO', 'quantity': '25', 'ratio': '1', 'side': 'BUY'}], 'product_codes': ['DO'], 'quantity': '25', 'quote_currency': 'BTC', 'role': 'MAKER', 'side_layering_limit': 1, 'state': 'CLOSED', 'strategy_code': 'SG', 'strategy_description': 'DO_BTC-1SEP23-28500-P_BTC-1SEP23-29000-C', 'taker_desk_name': None, 'venue': 'DBT'}, 'event': 'REMOVED', 'meta': {'seq_group': 2729913764, 'seq_num': 32682}}, 'BTC-1SEP23-28500-P': {'price': 674.5208691918488, 'forward price': 28651.25, 'IV': 0.3236, 'delta': -0.45482290064902237, 'gamma': 0.0002108929976547449, 'vega': 2302.269795523114, 'theta': -9064.34315428057}, 'BTC-1SEP23-29000-C': {'price': 593.8129848988829, 'forward price': 28651.25, 'IV': 0.3241, 'delta': 0.43987145180134296, 'gamma': 0.00020951625148455104, 'vega': 2290.7742325174363, 'theta': -9033.019133233296}, 'strategy': {'price': 1268.3338540907316, 'delta': -0.014951448847679405, 'gamma': 0.00042040924913929595, 'theta': -18097.362287513868, 'vega': 4593.044028040551}, "{'instrument_id': 272101, 'instrument_name': 'BTC-1SEP23-28500-P', 'price': None, 'product_code': 'DO', 'quantity': '25', 'ratio': '1', 'side': 'BUY'}": {'rep': [{'vol': 0.323110565, 'price': 0.023093716972482185, 'priceUSD': 661.6638584078302, 'deltaDollar': -13022.944516057245, 'gammaDollar': 1757.2192483451045, 'vegaDollar': 22.712484833516168, 'thetaDollar': -25.389330381531067, 'thetaPercRef': -0.0008861508793344468, 'deltaPercRef': -0.45453320591797025, 'gammaPercRef': 0.06133132929087228, 'vegaPercRef': 0.0007927223012439656, 'deltaPercRisk': -0.45453320591797025, 'gammaPercRisk': 0.06133132929087228, 'vegaPercRisk': 0.0007927223012439656, 'optionCount': 0.9934985564993716, 'requestID': 1}]}, "{'instrument_id': 272102, 'instrument_name': 'BTC-1SEP23-29000-C', 'price': None, 'product_code': 'DO', 'quantity': '25', 'ratio': '1', 'side': 'BUY'}": {'rep': [{'vol': 0.3239870049350247, 'spot': 28651.25, 'forward': 28651.25, 'price': 0.020315384675801282, 'priceUSD': 582.0611651925515, 'deltaDollar': 12568.793574083378, 'gammaDollar': 1743.057595732024, 'vegaDollar': 22.590537390084048, 'thetaDollar': -25.322832807584177, 'thetaPercRef': -0.000883829948347251, 'deltaPercRef': 0.43868220667801155, 'gammaPercRef': 0.060837052335658094, 'vegaPercRef': 0.0007884660316769442, 'deltaPercRisk': 0.43868220667801155, 'gammaPercRisk': 0.0608370523356581, 'vegaPercRisk': 0.0007884660316769442, 'optionCount': 0.9881646314392006, 'requestID': 1}]}}
